f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,5.115311e+03,-1.864974e+02,5.118709e+03,-2.0880
1.263134e-02,7.936502e-02,5.094825e+03,-1.662771e+02,5.097538e+03,-1.8693
1.595506e-02,1.002486e-01,5.076587e+03,-1.483652e+02,5.078754e+03,-1.6740
2.015338e-02,1.266274e-01,5.060344e+03,-1.325261e+02,5.062079e+03,-1.5002
2.545641e-02,1.599473e-01,5.045875e+03,-1.185547e+02,5.047268e+03,-1.3459
3.215484e-02,2.020348e-01,5.032980e+03,-1.062741e+02,5.034102e+03,-1.2097
4.061586e-02,2.551970e-01,5.021481e+03,-9.553393e+01,5.022390e+03,-1.0899
5.130326e-02,3.223479e-01,5.011218e+03,-8.620876e+01,5.011959e+03,-0.9856
6.480286e-02,4.071684e-01,5.002046e+03,-7.819782e+01,5.002658e+03,-0.8956
8.185467e-02,5.143081e-01,4.993838e+03,-7.142458e+01,4.994348e+03,-0.8194
1.033934e-01,6.496398e-01,4.986474e+03,-6.583731e+01,4.986908e+03,-0.7564
1.305997e-01,8.205818e-01,4.979847e+03,-6.141021e+01,4.980226e+03,-0.7065
1.649648e-01,1.036504e+00,4.973859e+03,-5.814543e+01,4.974199e+03,-0.6698
2.083726e-01,1.309244e+00,4.968415e+03,-5.607593e+01,4.968731e+03,-0.6466
2.632024e-01,1.653749e+00,4.963427e+03,-5.526947e+01,4.963734e+03,-0.6380
3.324598e-01,2.088906e+00,4.958806e+03,-5.583390e+01,4.959121e+03,-0.6451
4.199411e-01,2.638568e+00,4.954466e+03,-5.792399e+01,4.954805e+03,-0.6698
5.304417e-01,3.332864e+00,4.950314e+03,-6.175008e+01,4.950699e+03,-0.7147
6.700188e-01,4.209852e+00,4.946247e+03,-6.758897e+01,4.946709e+03,-0.7829
8.463232e-01,5.317605e+00,4.942153e+03,-7.579746e+01,4.942734e+03,-0.8787
1.069019e+00,6.716846e+00,4.937892e+03,-8.682888e+01,4.938656e+03,-1.0074
1.350314e+00,8.484273e+00,4.933296e+03,-1.012533e+02,4.934335e+03,-1.1758
1.705627e+00,1.071677e+01,4.928147e+03,-1.197819e+02,4.929603e+03,-1.3923
2.154435e+00,1.353671e+01,4.922157e+03,-1.432952e+02,4.924243e+03,-1.6675
2.721339e+00,1.709868e+01,4.914936e+03,-1.728762e+02,4.917975e+03,-2.0145
3.437414e+00,2.159791e+01,4.905944e+03,-2.098461e+02,4.910430e+03,-2.4493
4.341913e+00,2.728105e+01,4.894428e+03,-2.558014e+02,4.901108e+03,-2.9918
5.484417e+00,3.445961e+01,4.879320e+03,-3.126457e+02,4.889326e+03,-3.6663
6.927551e+00,4.352708e+01,4.859101e+03,-3.826054e+02,4.874140e+03,-4.5022
8.750422e+00,5.498052e+01,4.831605e+03,-4.682096e+02,4.854238e+03,-5.5350
1.105295e+01,6.944774e+01,4.793760e+03,-5.721973e+02,4.827788e+03,-6.8068
1.396135e+01,8.772177e+01,4.741252e+03,-6.972931e+02,4.792253e+03,-8.3665
1.763505e+01,1.108043e+02,4.668149e+03,-8.457606e+02,4.744146e+03,-10.2693
2.227543e+01,1.399607e+02,4.566564e+03,-1.018614e+03,4.678791e+03,-12.5745
2.813684e+01,1.767890e+02,4.426584e+03,-1.214371e+03,4.590135e+03,-15.3409
3.554059e+01,2.233081e+02,4.236850e+03,-1.427337e+03,4.470815e+03,-18.6180
4.489251e+01,2.820680e+02,3.986360e+03,-1.645747e+03,4.312720e+03,-22.4330
5.670524e+01,3.562895e+02,3.667948e+03,-1.850689e+03,4.108393e+03,-26.7736
7.162629e+01,4.500413e+02,3.283062e+03,-2.017396e+03,3.853360e+03,-31.5702
9.047357e+01,5.684622e+02,2.845904e+03,-2.120246e+03,3.548889e+03,-36.6867
1.142802e+02,7.180437e+02,2.383627e+03,-2.140807e+03,3.203863e+03,-41.9280
1.443512e+02,9.069851e+02,1.930509e+03,-2.075099e+03,2.834237e+03,-47.0673
1.823348e+02,1.145643e+03,1.518184e+03,-1.935300e+03,2.459730e+03,-51.8869
2.303132e+02,1.447101e+03,1.167381e+03,-1.744677e+03,2.099209e+03,-56.2131
2.909163e+02,1.827881e+03,8.852886e+02,-1.529278e+03,1.767039e+03,-59.9337
3.674662e+02,2.308858e+03,6.682227e+02,-1.311186e+03,1.471642e+03,-62.9951
4.641589e+02,2.916396e+03,5.064649e+02,-1.105550e+03,1.216038e+03,-65.3870
5.862947e+02,3.683798e+03,3.884958e+02,-9.207438e+02,9.993488e+02,-67.1233
7.405685e+02,4.653129e+03,3.035714e+02,-7.600125e+02,8.183976e+02,-68.2268
9.354369e+02,5.877523e+03,2.428152e+02,-6.233335e+02,6.689573e+02,-68.7170
1.181582e+03,7.424097e+03,1.993959e+02,-5.088994e+02,5.465687e+02,-68.6039
1.492496e+03,9.377626e+03,1.682801e+02,-4.141158e+02,4.470012e+02,-67.8851
1.885221e+03,1.184519e+04,1.458566e+02,-3.361953e+02,3.664716e+02,-66.5466
2.381286e+03,1.496206e+04,1.295748e+02,-2.724745e+02,3.017150e+02,-64.5666
3.007883e+03,1.889908e+04,1.176480e+02,-2.205599e+02,2.499754e+02,-61.9243
3.799357e+03,2.387207e+04,1.088281e+02,-1.783771e+02,2.089544e+02,-58.6126
4.799096e+03,3.015361e+04,1.022423e+02,-1.441684e+02,1.767428e+02,-54.6563
6.061899e+03,3.808803e+04,9.727747e+01,-1.164662e+02,1.517474e+02,-50.1300
7.656988e+03,4.811028e+04,9.350056e+01,-9.405742e+01,1.326241e+02,-45.1701
9.671799e+03,6.076970e+04,9.060292e+01,-7.594599e+01,1.182230e+02,-39.9707
1.221677e+04,7.676025e+04,8.836260e+01,-6.131819e+01,1.075540e+02,-34.7583
1.543142e+04,9.695845e+04,8.661835e+01,-4.951149e+01,9.977036e+01,-29.7525
1.949194e+04,1.224715e+05,8.525175e+01,-3.998790e+01,9.416418e+01,-25.1292
2.462092e+04,1.546978e+05,8.417488e+01,-3.231147e+01,9.016342e+01,-20.9999
3.109952e+04,1.954040e+05,8.332175e+01,-2.612953e+01,8.732278e+01,-17.4113
3.928284e+04,2.468214e+05,8.264227e+01,-2.115730e+01,8.530754e+01,-14.3599
4.961948e+04,3.117684e+05,8.209799e+01,-1.716517e+01,8.387325e+01,-11.8094
6.267603e+04,3.938051e+05,8.165903e+01,-1.396841e+01,8.284512e+01,-9.7069
7.916819e+04,4.974284e+05,8.130188e+01,-1.141879e+01,8.209984e+01,-7.9949
1.000000e+05,6.283185e+05,8.100767e+01,-9.397813e+00,8.155097e+01,-6.6174
