f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,5.006341e+03,-2.773144e+02,5.014016e+03,-3.1705
1.263134e-02,7.936502e-02,4.975852e+03,-2.473737e+02,4.981997e+03,-2.8461
1.595506e-02,1.002486e-01,4.948681e+03,-2.208604e+02,4.953607e+03,-2.5554
2.015338e-02,1.266274e-01,4.924454e+03,-1.974227e+02,4.928410e+03,-2.2958
2.545641e-02,1.599473e-01,4.902837e+03,-1.767529e+02,4.906022e+03,-2.0647
3.215484e-02,2.020348e-01,4.883529e+03,-1.585841e+02,4.886103e+03,-1.8599
4.061586e-02,2.551970e-01,4.866260e+03,-1.426863e+02,4.868352e+03,-1.6795
5.130326e-02,3.223479e-01,4.850789e+03,-1.288646e+02,4.852501e+03,-1.5217
6.480286e-02,4.071684e-01,4.836896e+03,-1.169569e+02,4.838310e+03,-1.3852
8.185467e-02,5.143081e-01,4.824380e+03,-1.068328e+02,4.825563e+03,-1.2686
1.033934e-01,6.496398e-01,4.813058e+03,-9.839277e+01,4.814064e+03,-1.1711
1.305997e-01,8.205818e-01,4.802760e+03,-9.156841e+01,4.803633e+03,-1.0923
1.649648e-01,1.036504e+00,4.793325e+03,-8.632281e+01,4.794102e+03,-1.0317
2.083726e-01,1.309244e+00,4.784600e+03,-8.265207e+01,4.785314e+03,-0.9897
2.632024e-01,1.653749e+00,4.776436e+03,-8.058737e+01,4.777116e+03,-0.9666
3.324598e-01,2.088906e+00,4.768686e+03,-8.019804e+01,4.769360e+03,-0.9635
4.199411e-01,2.638568e+00,4.761195e+03,-8.159548e+01,4.761894e+03,-0.9818
5.304417e-01,3.332864e+00,4.753803e+03,-8.493810e+01,4.754562e+03,-1.0236
6.700188e-01,4.209852e+00,4.746335e+03,-9.043737e+01,4.747196e+03,-1.0916
8.463232e-01,5.317605e+00,4.738593e+03,-9.836499e+01,4.739614e+03,-1.1892
1.069019e+00,6.716846e+00,4.730350e+03,-1.090611e+02,4.731607e+03,-1.3208
1.350314e+00,8.484273e+00,4.721336e+03,-1.229437e+02,4.722937e+03,-1.4916
1.705627e+00,1.071677e+01,4.711225e+03,-1.405181e+02,4.713320e+03,-1.7084
2.154435e+00,1.353671e+01,4.699614e+03,-1.623869e+02,4.702419e+03,-1.9790
2.721339e+00,1.709868e+01,4.685996e+03,-1.892588e+02,4.689816e+03,-2.3128
3.437414e+00,2.159791e+01,4.669728e+03,-2.219533e+02,4.675000e+03,-2.7212
4.341913e+00,2.728105e+01,4.649987e+03,-2.613997e+02,4.657329e+03,-3.2175
5.484417e+00,3.445961e+01,4.625714e+03,-3.086237e+02,4.635998e+03,-3.8171
6.927551e+00,4.352708e+01,4.595542e+03,-3.647150e+02,4.609991e+03,-4.5376
8.750422e+00,5.498052e+01,4.557716e+03,-4.307627e+02,4.578027e+03,-5.3991
1.105295e+01,6.944774e+01,4.510006e+03,-5.077451e+02,4.538498e+03,-6.4234
1.396135e+01,8.772177e+01,4.449622e+03,-5.963528e+02,4.489406e+03,-7.6335
1.763505e+01,1.108043e+02,4.373165e+03,-6.967260e+02,4.428318e+03,-9.0522
2.227543e+01,1.399607e+02,4.276677e+03,-8.080936e+02,4.352354e+03,-10.7001
2.813684e+01,1.767890e+02,4.155836e+03,-9.283289e+02,4.258259e+03,-12.5920
3.554059e+01,2.233081e+02,4.006421e+03,-1.053489e+03,4.142614e+03,-14.7324
4.489251e+01,2.820680e+02,3.825100e+03,-1.177490e+03,4.002234e+03,-17.1101
5.670524e+01,3.562895e+02,3.610535e+03,-1.292159e+03,3.834793e+03,-19.6916
7.162629e+01,4.500413e+02,3.364581e+03,-1.387938e+03,3.639613e+03,-22.4169
9.047357e+01,5.684622e+02,3.093150e+03,-1.455369e+03,3.418431e+03,-25.1976
1.142802e+02,7.180437e+02,2.806167e+03,-1.487120e+03,3.175862e+03,-27.9212
1.443512e+02,9.069851e+02,2.516301e+03,-1.479917e+03,2.919233e+03,-30.4611
1.823348e+02,1.145643e+03,2.236684e+03,-1.435512e+03,2.657715e+03,-32.6925
2.303132e+02,1.447101e+03,1.978443e+03,-1.360251e+03,2.400941e+03,-34.5099
2.909163e+02,1.827881e+03,1.748963e+03,-1.263425e+03,2.157571e+03,-35.8438
3.674662e+02,2.308858e+03,1.551364e+03,-1.155185e+03,1.934214e+03,-36.6723
4.641589e+02,2.916396e+03,1.385053e+03,-1.044781e+03,1.734918e+03,-37.0282
5.862947e+02,3.683798e+03,1.246826e+03,-9.395386e+02,1.561188e+03,-36.9996
7.405685e+02,4.653129e+03,1.132018e+03,-8.445350e+02,1.412340e+03,-36.7245
9.354369e+02,5.877523e+03,1.035391e+03,-7.627421e+02,1.286005e+03,-36.3780
1.181582e+03,7.424097e+03,9.517061e+02,-6.953418e+02,1.178662e+03,-36.1529
1.492496e+03,9.377626e+03,8.760590e+02,-6.420315e+02,1.086133e+03,-36.2363
1.885221e+03,1.184519e+04,8.041051e+02,-6.012362e+02,1.004027e+03,-36.7858
2.381286e+03,1.496206e+04,7.323180e+02,-5.702570e+02,9.281609e+02,-37.9079
3.007883e+03,1.889908e+04,6.583419e+02,-5.454723e+02,8.549585e+02,-39.6436
3.799357e+03,2.387207e+04,5.813841e+02,-5.227517e+02,7.818419e+02,-41.9603
4.799096e+03,3.015361e+04,5.024386e+02,-4.981647e+02,7.075398e+02,-44.7553
6.061899e+03,3.808803e+04,4.240724e+02,-4.688515e+02,6.321860e+02,-47.8709
7.656988e+03,4.811028e+04,3.496755e+02,-4.336887e+02,5.570986e+02,-51.1214
9.671799e+03,6.076970e+04,2.824262e+02,-3.933826e+02,4.842669e+02,-54.3238
1.221677e+04,7.676025e+04,2.244462e+02,-3.499400e+02,4.157332e+02,-57.3245
1.543142e+04,9.695845e+04,1.764836e+02,-3.058380e+02,3.531053e+02,-60.0129
1.949194e+04,1.224715e+05,1.381053e+02,-2.633068e+02,2.973273e+02,-62.3228
2.462092e+04,1.546978e+05,1.081437e+02,-2.239470e+02,2.486912e+02,-64.2242
3.109952e+04,1.954040e+05,8.513920e+01,-1.886631e+02,2.069842e+02,-65.7115
3.928284e+04,2.468214e+05,6.764943e+01,-1.577818e+02,1.716728e+02,-66.7926
4.961948e+04,3.117684e+05,5.441054e+01,-1.312296e+02,1.420624e+02,-67.4801
6.267603e+04,3.938051e+05,4.439172e+01,-1.086955e+02,1.174109e+02,-67.7847
7.916819e+04,4.974284e+05,3.678882e+01,-8.975311e+01,9.700020e+01,-67.7118
1.000000e+05,6.283185e+05,3.099162e+01,-7.394092e+01,8.017319e+01,-67.2595
