f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.277425e+03,-2.694099e+02,1.305525e+03,-11.9092
1.263134e-02,7.936502e-02,1.247730e+03,-2.397478e+02,1.270555e+03,-10.8767
1.595506e-02,1.002486e-01,1.221306e+03,-2.133625e+02,1.239803e+03,-9.9096
2.015338e-02,1.266274e-01,1.197792e+03,-1.898941e+02,1.212751e+03,-9.0085
2.545641e-02,1.599473e-01,1.176867e+03,-1.690229e+02,1.188942e+03,-8.1730
3.215484e-02,2.020348e-01,1.158244e+03,-1.504645e+02,1.167976e+03,-7.4017
4.061586e-02,2.551970e-01,1.141668e+03,-1.339666e+02,1.149501e+03,-6.6926
5.130326e-02,3.223479e-01,1.126914e+03,-1.193051e+02,1.133212e+03,-6.0433
6.480286e-02,4.071684e-01,1.113780e+03,-1.062813e+02,1.118839e+03,-5.4509
8.185467e-02,5.143081e-01,1.102085e+03,-9.471902e+01,1.106148e+03,-4.9122
1.033934e-01,6.496398e-01,1.091669e+03,-8.446272e+01,1.094932e+03,-4.4242
1.305997e-01,8.205818e-01,1.082390e+03,-7.537502e+01,1.085011e+03,-3.9835
1.649648e-01,1.036504e+00,1.074120e+03,-6.733511e+01,1.076228e+03,-3.5871
2.083726e-01,1.309244e+00,1.066744e+03,-6.023724e+01,1.068443e+03,-3.2320
2.632024e-01,1.653749e+00,1.060161e+03,-5.398935e+01,1.061535e+03,-2.9153
3.324598e-01,2.088906e+00,1.054280e+03,-4.851209e+01,1.055395e+03,-2.6346
4.199411e-01,2.638568e+00,1.049017e+03,-4.373788e+01,1.049929e+03,-2.3875
5.304417e-01,3.332864e+00,1.044300e+03,-3.961032e+01,1.045051e+03,-2.1722
6.700188e-01,4.209852e+00,1.040059e+03,-3.608370e+01,1.040685e+03,-1.9870
8.463232e-01,5.317605e+00,1.036235e+03,-3.312279e+01,1.036764e+03,-1.8308
1.069019e+00,6.716846e+00,1.032768e+03,-3.070282e+01,1.033225e+03,-1.7028
1.350314e+00,8.484273e+00,1.029608e+03,-2.880972e+01,1.030011e+03,-1.6028
1.705627e+00,1.071677e+01,1.026702e+03,-2.744055e+01,1.027069e+03,-1.5310
2.154435e+00,1.353671e+01,1.024002e+03,-2.660429e+01,1.024348e+03,-1.4882
2.721339e+00,1.709868e+01,1.021460e+03,-2.632289e+01,1.021799e+03,-1.4762
3.437414e+00,2.159791e+01,1.019024e+03,-2.663258e+01,1.019372e+03,-1.4971
4.341913e+00,2.728105e+01,1.016643e+03,-2.758566e+01,1.017018e+03,-1.5543
5.484417e+00,3.445961e+01,1.014259e+03,-2.925251e+01,1.014681e+03,-1.6520
6.927551e+00,4.352708e+01,1.011806e+03,-3.172409e+01,1.012303e+03,-1.7959
8.750422e+00,5.498052e+01,1.009208e+03,-3.511464e+01,1.009818e+03,-1.9928
1.105295e+01,6.944774e+01,1.006371e+03,-3.956469e+01,1.007148e+03,-2.2514
1.396135e+01,8.772177e+01,1.003181e+03,-4.524396e+01,1.004201e+03,-2.5823
1.763505e+01,1.108043e+02,9.994942e+02,-5.235398e+01,1.000864e+03,-2.9984
2.227543e+01,1.399607e+02,9.951235e+02,-6.112943e+01,9.969992e+02,-3.5152
2.813684e+01,1.767890e+02,9.898274e+02,-7.183735e+01,9.924308e+02,-4.1510
3.554059e+01,2.233081e+02,9.832904e+02,-8.477204e+01,9.869378e+02,-4.9274
4.489251e+01,2.820680e+02,9.750993e+02,-1.002430e+02,9.802384e+02,-5.8695
5.670524e+01,3.562895e+02,9.647164e+02,-1.185513e+02,9.719733e+02,-7.0058
7.162629e+01,4.500413e+02,9.514506e+02,-1.399492e+02,9.616881e+02,-8.3677
9.047357e+01,5.684622e+02,9.344326e+02,-1.645749e+02,9.488147e+02,-9.9887
1.142802e+02,7.180437e+02,9.126079e+02,-1.923572e+02,9.326599e+02,-11.9024
1.443512e+02,9.069851e+02,8.847672e+02,-2.228865e+02,9.124096e+02,-14.1395
1.823348e+02,1.145643e+03,8.496465e+02,-2.552662e+02,8.871640e+02,-16.7223
2.303132e+02,1.447101e+03,8.061271e+02,-2.879785e+02,8.560213e+02,-19.6586
2.909163e+02,1.827881e+03,7.535498e+02,-3.188373e+02,8.182264e+02,-22.9339
3.674662e+02,2.308858e+03,6.921015e+02,-3.451250e+02,7.733795e+02,-26.5037
4.641589e+02,2.916396e+03,6.231489e+02,-3.639842e+02,7.216641e+02,-30.2894
5.862947e+02,3.683798e+03,5.493250e+02,-3.730348e+02,6.640127e+02,-34.1796
7.405685e+02,4.653129e+03,4.742176e+02,-3.710210e+02,6.021120e+02,-38.0391
9.354369e+02,5.877523e+03,4.016873e+02,-3.581969e+02,5.381986e+02,-41.7244
1.181582e+03,7.424097e+03,3.350707e+02,-3.362463e+02,4.746935e+02,-45.1003
1.492496e+03,9.377626e+03,2.766004e+02,-3.077811e+02,4.138079e+02,-48.0542
1.885221e+03,1.184519e+04,2.272307e+02,-2.756728e+02,3.572524e+02,-50.5020
2.381286e+03,1.496206e+04,1.868268e+02,-2.424946e+02,3.061174e+02,-52.3880
3.007883e+03,1.889908e+04,1.545356e+02,-2.102160e+02,2.609061e+02,-53.6794
3.799357e+03,2.387207e+04,1.291593e+02,-1.801361e+02,2.216555e+02,-54.3591
4.799096e+03,3.015361e+04,1.094339e+02,-1.529698e+02,1.880838e+02,-54.4202
6.061899e+03,3.808803e+04,9.419410e+01,-1.289926e+02,1.597236e+02,-53.8620
7.656988e+03,4.811028e+04,8.244690e+01,-1.081867e+02,1.360215e+02,-52.6897
9.671799e+03,6.076970e+04,7.338675e+01,-9.035892e+01,1.164060e+02,-50.9176
1.221677e+04,7.676025e+04,6.638073e+01,-7.522619e+01,1.003264e+02,-48.5743
1.543142e+04,9.695845e+04,6.094147e+01,-6.247167e+01,8.727297e+01,-45.7104
1.949194e+04,1.224715e+05,5.669815e+01,-5.177901e+01,7.678376e+01,-42.4036
2.462092e+04,1.546978e+05,5.337046e+01,-4.285136e+01,6.844446e+01,-38.7611
3.109952e+04,1.954040e+05,5.074688e+01,-3.542067e+01,6.188594e+01,-34.9145
3.928284e+04,2.468214e+05,4.866768e+01,-2.925089e+01,5.678166e+01,-31.0073
4.961948e+04,3.117684e+05,4.701184e+01,-2.413768e+01,5.284639e+01,-27.1777
6.267603e+04,3.938051e+05,4.568723e+01,-1.990638e+01,4.983560e+01,-23.5432
7.916819e+04,4.974284e+05,4.462330e+01,-1.640894e+01,4.754463e+01,-20.1896
1.000000e+05,6.283185e+05,4.376567e+01,-1.352076e+01,4.580660e+01,-17.1678
