f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.421279e+03,-2.514307e+02,1.443348e+03,-10.0321
1.263134e-02,7.936502e-02,1.393568e+03,-2.237445e+02,1.411415e+03,-9.1213
1.595506e-02,1.002486e-01,1.368909e+03,-1.991165e+02,1.383315e+03,-8.2760
2.015338e-02,1.266274e-01,1.346967e+03,-1.772112e+02,1.358574e+03,-7.4950
2.545641e-02,1.599473e-01,1.327441e+03,-1.577302e+02,1.336779e+03,-6.7763
3.215484e-02,2.020348e-01,1.310065e+03,-1.404083e+02,1.317568e+03,-6.1174
4.061586e-02,2.551970e-01,1.294602e+03,-1.250102e+02,1.300623e+03,-5.5155
5.130326e-02,3.223479e-01,1.280839e+03,-1.113271e+02,1.285668e+03,-4.9675
6.480286e-02,4.071684e-01,1.268589e+03,-9.917394e+01,1.272460e+03,-4.4701
8.185467e-02,5.143081e-01,1.257684e+03,-8.838701e+01,1.260786e+03,-4.0200
1.033934e-01,6.496398e-01,1.247975e+03,-7.882180e+01,1.250462e+03,-3.6140
1.305997e-01,8.205818e-01,1.239328e+03,-7.035115e+01,1.241324e+03,-3.2489
1.649648e-01,1.036504e+00,1.231626e+03,-6.286366e+01,1.233229e+03,-2.9219
2.083726e-01,1.309244e+00,1.224761e+03,-5.626237e+01,1.226052e+03,-2.6302
2.632024e-01,1.653749e+00,1.218639e+03,-5.046369e+01,1.219684e+03,-2.3713
3.324598e-01,2.088906e+00,1.213176e+03,-4.539650e+01,1.214025e+03,-2.1430
4.199411e-01,2.638568e+00,1.208294e+03,-4.100160e+01,1.208990e+03,-1.9435
5.304417e-01,3.332864e+00,1.203926e+03,-3.723131e+01,1.204502e+03,-1.7713
6.700188e-01,4.209852e+00,1.200009e+03,-3.404935e+01,1.200492e+03,-1.6253
8.463232e-01,5.317605e+00,1.196487e+03,-3.143106e+01,1.196900e+03,-1.5048
1.069019e+00,6.716846e+00,1.193306e+03,-2.936385e+01,1.193667e+03,-1.4096
1.350314e+00,8.484273e+00,1.190419e+03,-2.784804e+01,1.190744e+03,-1.3401
1.705627e+00,1.071677e+01,1.187777e+03,-2.689807e+01,1.188082e+03,-1.2973
2.154435e+00,1.353671e+01,1.185337e+03,-2.654425e+01,1.185635e+03,-1.2829
2.721339e+00,1.709868e+01,1.183053e+03,-2.683490e+01,1.183357e+03,-1.2994
3.437414e+00,2.159791e+01,1.180876e+03,-2.783921e+01,1.181204e+03,-1.3505
4.341913e+00,2.728105e+01,1.178755e+03,-2.965078e+01,1.179128e+03,-1.4409
5.484417e+00,3.445961e+01,1.176631e+03,-3.239190e+01,1.177077e+03,-1.5769
6.927551e+00,4.352708e+01,1.174433e+03,-3.621870e+01,1.174992e+03,-1.7664
8.750422e+00,5.498052e+01,1.172074e+03,-4.132714e+01,1.172803e+03,-2.0194
1.105295e+01,6.944774e+01,1.169441e+03,-4.795979e+01,1.170424e+03,-2.3484
1.396135e+01,8.772177e+01,1.166386e+03,-5.641292e+01,1.167749e+03,-2.7690
1.763505e+01,1.108043e+02,1.162706e+03,-6.704331e+01,1.164638e+03,-3.3001
2.227543e+01,1.399607e+02,1.158125e+03,-8.027316e+01,1.160904e+03,-3.9650
2.813684e+01,1.767890e+02,1.152258e+03,-9.659027e+01,1.156299e+03,-4.7917
3.554059e+01,2.233081e+02,1.144569e+03,-1.165386e+02,1.150486e+03,-5.8137
4.489251e+01,2.820680e+02,1.134315e+03,-1.406907e+02,1.143006e+03,-7.0704
5.670524e+01,3.562895e+02,1.120475e+03,-1.695894e+02,1.133236e+03,-8.6067
