f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,4.916864e+03,-1.956757e+02,4.920756e+03,-2.2790
1.263134e-02,7.936502e-02,4.895368e+03,-1.745000e+02,4.898477e+03,-2.0415
1.595506e-02,1.002486e-01,4.876223e+03,-1.557471e+02,4.878710e+03,-1.8294
2.015338e-02,1.266274e-01,4.859167e+03,-1.391701e+02,4.861160e+03,-1.6405
2.545641e-02,1.599473e-01,4.843964e+03,-1.245538e+02,4.845565e+03,-1.4729
3.215484e-02,2.020348e-01,4.830405e+03,-1.117124e+02,4.831697e+03,-1.3248
4.061586e-02,2.551970e-01,4.818300e+03,-1.004877e+02,4.819348e+03,-1.1948
5.130326e-02,3.223479e-01,4.807482e+03,-9.074721e+01,4.808338e+03,-1.0814
6.480286e-02,4.071684e-01,4.797796e+03,-8.238372e+01,4.798503e+03,-0.9837
8.185467e-02,5.143081e-01,4.789105e+03,-7.531464e+01,4.789697e+03,-0.9010
1.033934e-01,6.496398e-01,4.781282e+03,-6.948231e+01,4.781787e+03,-0.8326
1.305997e-01,8.205818e-01,4.774212e+03,-6.485486e+01,4.774653e+03,-0.7783
1.649648e-01,1.036504e+00,4.767785e+03,-6.142775e+01,4.768181e+03,-0.7382
2.083726e-01,1.309244e+00,4.761899e+03,-5.922616e+01,4.762267e+03,-0.7126
2.632024e-01,1.653749e+00,4.756453e+03,-5.830836e+01,4.756810e+03,-0.7023
3.324598e-01,2.088906e+00,4.751350e+03,-5.877008e+01,4.751713e+03,-0.7087
4.199411e-01,2.638568e+00,4.746487e+03,-6.075028e+01,4.746876e+03,-0.7333
5.304417e-01,3.332864e+00,4.741758e+03,-6.443828e+01,4.742195e+03,-0.7786
6.700188e-01,4.209852e+00,4.737044e+03,-7.008277e+01,4.737563e+03,-0.8476
8.463232e-01,5.317605e+00,4.732212e+03,-7.800274e+01,4.732855e+03,-0.9443
1.069019e+00,6.716846e+00,4.727104e+03,-8.860077e+01,4.727934e+03,-1.0738
1.350314e+00,8.484273e+00,4.721524e+03,-1.023789e+02,4.722634e+03,-1.2422
1.705627e+00,1.071677e+01,4.715231e+03,-1.199569e+02,4.716757e+03,-1.4573
2.154435e+00,1.353671e+01,4.707910e+03,-1.420939e+02,4.710054e+03,-1.7288
2.721339e+00,1.709868e+01,4.699149e+03,-1.697113e+02,4.702213e+03,-2.0684
3.437414e+00,2.159791e+01,4.688396e+03,-2.039172e+02,4.692829e+03,-2.4905
4.341913e+00,2.728105e+01,4.674904e+03,-2.460282e+02,4.681373e+03,-3.0126
5.484417e+00,3.445961e+01,4.657649e+03,-2.975849e+02,4.667146e+03,-3.6558
