f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,3.037693e+03,-2.259450e+02,3.046085e+03,-4.2539
1.263134e-02,7.936502e-02,3.012815e+03,-2.012115e+02,3.019526e+03,-3.8208
1.595506e-02,1.002486e-01,2.990670e+03,-1.792417e+02,2.996036e+03,-3.4298
2.015338e-02,1.266274e-01,2.970954e+03,-1.597393e+02,2.975246e+03,-3.0777
2.545641e-02,1.599473e-01,2.953399e+03,-1.424425e+02,2.956832e+03,-2.7612
3.215484e-02,2.020348e-01,2.937763e+03,-1.271203e+02,2.940512e+03,-2.4777
4.061586e-02,2.551970e-01,2.923830e+03,-1.135704e+02,2.926035e+03,-2.2244
5.130326e-02,3.223479e-01,2.911411e+03,-1.016157e+02,2.913183e+03,-1.9990
6.480286e-02,4.071684e-01,2.900331e+03,-9.110312e+01,2.901762e+03,-1.7991
8.185467e-02,5.143081e-01,2.890438e+03,-8.190139e+01,2.891598e+03,-1.6231
1.033934e-01,6.496398e-01,2.881594e+03,-7.389993e+01,2.882541e+03,-1.4691
1.305997e-01,8.205818e-01,2.873673e+03,-6.700797e+01,2.874454e+03,-1.3358
1.649648e-01,1.036504e+00,2.866563e+03,-6.115402e+01,2.867215e+03,-1.2221
2.083726e-01,1.309244e+00,2.860159e+03,-5.628586e+01,2.860713e+03,-1.1274
2.632024e-01,1.653749e+00,2.854368e+03,-5.237092e+01,2.854848e+03,-1.0511
3.324598e-01,2.088906e+00,2.849099e+03,-4.939720e+01,2.849527e+03,-0.9933
4.199411e-01,2.638568e+00,2.844269e+03,-4.737477e+01,2.844663e+03,-0.9542
5.304417e-01,3.332864e+00,2.839795e+03,-4.633787e+01,2.840173e+03,-0.9348
6.700188e-01,4.209852e+00,2.835597e+03,-4.634780e+01,2.835976e+03,-0.9364
8.463232e-01,5.317605e+00,2.831592e+03,-4.749663e+01,2.831990e+03,-0.9610
1.069019e+00,6.716846e+00,2.827690e+03,-4.991180e+01,2.828130e+03,-1.0112
1.350314e+00,8.484273e+00,2.823794e+03,-5.376195e+01,2.824305e+03,-1.0907
1.705627e+00,1.071677e+01,2.819793e+03,-5.926379e+01,2.820416e+03,-1.2040
2.154435e+00,1.353671e+01,2.815555e+03,-6.669033e+01,2.816345e+03,-1.3569
2.721339e+00,1.709868e+01,2.810920e+03,-7.638048e+01,2.811958e+03,-1.5565
3.437414e+00,2.159791e+01,2.805684e+03,-8.874960e+01,2.807087e+03,-1.8118
4.341913e+00,2.728105e+01,2.799586e+03,-1.043010e+02,2.801529e+03,-2.1336
5.484417e+00,3.445961e+01,2.792284e+03,-1.236371e+02,2.795019e+03,-2.5353
6.927551e+00,4.352708e+01,2.783319e+03,-1.474686e+02,2.787223e+03,-3.0329
8.750422e+00,5.498052e+01,2.772078e+03,-1.766181e+02,2.777699e+03,-3.6456
1.105295e+01,6.944774e+01,2.757730e+03,-2.120136e+02,2.765868e+03,-4.3962
1.396135e+01,8.772177e+01,2.739150e+03,-2.546605e+02,2.750963e+03,-5.3116
1.763505e+01,1.108043e+02,2.714823e+03,-3.055802e+02,2.731967e+03,-6.4222
2.227543e+01,1.399607e+02,2.682734e+03,-3.656914e+02,2.707544e+03,-7.7623
2.813684e+01,1.767890e+02,2.640265e+03,-4.356075e+02,2.675958e+03,-9.3686
3.554059e+01,2.233081e+02,2.584130e+03,-5.153185e+02,2.635010e+03,-11.2778
4.489251e+01,2.820680e+02,2.510445e+03,-6.037397e+02,2.582022e+03,-13.5223
5.670524e+01,3.562895e+02,2.415038e+03,-6.981588e+02,2.513928e+03,-16.1240
7.162629e+01,4.500413e+02,2.294148e+03,-7.937147e+02,2.427571e+03,-19.0843
9.047357e+01,5.684622e+02,2.145589e+03,-8.831977e+02,2.320256e+03,-22.3737
1.142802e+02,7.180437e+02,1.970204e+03,-9.575810e+02,2.190586e+03,-25.9212
1.443512e+02,9.069851e+02,1.773072e+03,-1.007590e+03,2.039368e+03,-29.6084
1.823348e+02,1.145643e+03,1.563618e+03,-1.026104e+03,1.870238e+03,-33.2744
2.303132e+02,1.447101e+03,1.354086e+03,-1.010464e+03,1.689552e+03,-36.7315
2.909163e+02,1.827881e+03,1.156714e+03,-9.634415e+02,1.505392e+03,-39.7913
3.674662e+02,2.308858e+03,9.809193e+02,-8.922794e+02,1.326034e+03,-42.2908
4.641589e+02,2.916396e+03,8.317500e+02,-8.063953e+02,1.158482e+03,-44.1133
5.862947e+02,3.683798e+03,7.099871e+02,-7.149742e+02,1.007606e+03,-45.2005
7.405685e+02,4.653129e+03,6.133374e+02,-6.253935e+02,8.759565e+02,-45.5576
9.354369e+02,5.877523e+03,5.378827e+02,-5.426834e+02,7.640832e+02,-45.2545
1.181582e+03,7.424097e+03,4.792300e+02,-4.697150e+02,6.710391e+02,-44.4255
