f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.479331e+03,-2.394418e+02,1.498583e+03,-9.1941
1.263134e-02,7.936502e-02,1.452941e+03,-2.130715e+02,1.468481e+03,-8.3429
1.595506e-02,1.002486e-01,1.429458e+03,-1.896135e+02,1.441979e+03,-7.5560
2.015338e-02,1.266274e-01,1.408563e+03,-1.687481e+02,1.418636e+03,-6.8316
2.545641e-02,1.599473e-01,1.389970e+03,-1.501910e+02,1.398061e+03,-6.1671
3.215484e-02,2.020348e-01,1.373425e+03,-1.336897e+02,1.379917e+03,-5.5597
4.061586e-02,2.551970e-01,1.358702e+03,-1.190201e+02,1.363905e+03,-5.0062
5.130326e-02,3.223479e-01,1.345599e+03,-1.059831e+02,1.349767e+03,-4.5035
6.480286e-02,4.071684e-01,1.333938e+03,-9.440264e+01,1.337275e+03,-4.0481
8.185467e-02,5.143081e-01,1.323559e+03,-8.412264e+01,1.326230e+03,-3.6367
1.033934e-01,6.496398e-01,1.314320e+03,-7.500552e+01,1.316459e+03,-3.2662
1.305997e-01,8.205818e-01,1.306095e+03,-6.693023e+01,1.307809e+03,-2.9335
1.649648e-01,1.036504e+00,1.298771e+03,-5.979078e+01,1.300146e+03,-2.6358
2.083726e-01,1.309244e+00,1.292246e+03,-5.349502e+01,1.293353e+03,-2.3705
2.632024e-01,1.653749e+00,1.286432e+03,-4.796367e+01,1.287326e+03,-2.1352
3.324598e-01,2.088906e+00,1.281249e+03,-4.312950e+01,1.281975e+03,-1.9280
4.199411e-01,2.638568e+00,1.276624e+03,-3.893686e+01,1.277218e+03,-1.7470
5.304417e-01,3.332864e+00,1.272493e+03,-3.534138e+01,1.272983e+03,-1.5909
6.700188e-01,4.209852e+00,1.268797e+03,-3.231003e+01,1.269208e+03,-1.4587
8.463232e-01,5.317605e+00,1.265484e+03,-2.982141e+01,1.265835e+03,-1.3499
1.069019e+00,6.716846e+00,1.262506e+03,-2.786641e+01,1.262813e+03,-1.2644
1.350314e+00,8.484273e+00,1.259817e+03,-2.644926e+01,1.260095e+03,-1.2027
1.705627e+00,1.071677e+01,1.257377e+03,-2.558909e+01,1.257637e+03,-1.1659
2.154435e+00,1.353671e+01,1.255143e+03,-2.532195e+01,1.255399e+03,-1.1558
2.721339e+00,1.709868e+01,1.253077e+03,-2.570354e+01,1.253340e+03,-1.1751
3.437414e+00,2.159791e+01,1.251135e+03,-2.681268e+01,1.251422e+03,-1.2277
4.341913e+00,2.728105e+01,1.249274e+03,-2.875568e+01,1.249604e+03,-1.3186
5.484417e+00,3.445961e+01,1.247440e+03,-3.167181e+01,1.247842e+03,-1.4544
6.927551e+00,4.352708e+01,1.245573e+03,-3.573990e+01,1.246085e+03,-1.6436
8.750422e+00,5.498052e+01,1.243592e+03,-4.118629e+01,1.244273e+03,-1.8969
1.105295e+01,6.944774e+01,1.241392e+03,-4.829414e+01,1.242331e+03,-2.2279
1.396135e+01,8.772177e+01,1.238832e+03,-5.741378e+01,1.240162e+03,-2.6535
1.763505e+01,1.108043e+02,1.235710e+03,-6.897353e+01,1.237633e+03,-3.1948
2.227543e+01,1.399607e+02,1.231740e+03,-8.348936e+01,1.234566e+03,-3.8777
2.813684e+01,1.767890e+02,1.226511e+03,-1.015702e+02,1.230709e+03,-4.7340
