f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.353726e+03,-2.574268e+02,1.377985e+03,-10.7669
1.263134e-02,7.936502e-02,1.325353e+03,-2.290824e+02,1.345006e+03,-9.8065
1.595506e-02,1.002486e-01,1.300106e+03,-2.038693e+02,1.315993e+03,-8.9120
2.015338e-02,1.266274e-01,1.277639e+03,-1.814437e+02,1.290459e+03,-8.0828
2.545641e-02,1.599473e-01,1.257647e+03,-1.615000e+02,1.267974e+03,-7.3176
3.215484e-02,2.020348e-01,1.239854e+03,-1.437669e+02,1.248162e+03,-6.6142
4.061586e-02,2.551970e-01,1.224019e+03,-1.280033e+02,1.230694e+03,-5.9701
5.130326e-02,3.223479e-01,1.209925e+03,-1.139953e+02,1.215284e+03,-5.3823
6.480286e-02,4.071684e-01,1.197380e+03,-1.015533e+02,1.201678e+03,-4.8478
8.185467e-02,5.143081e-01,1.186210e+03,-9.050951e+01,1.189658e+03,-4.3633
1.033934e-01,6.496398e-01,1.176264e+03,-8.071574e+01,1.179030e+03,-3.9255
1.305997e-01,8.205818e-01,1.167404e+03,-7.204142e+01,1.169625e+03,-3.5313
1.649648e-01,1.036504e+00,1.159510e+03,-6.437200e+01,1.161296e+03,-3.1776
2.083726e-01,1.309244e+00,1.152472e+03,-5.760757e+01,1.153911e+03,-2.8616
2.632024e-01,1.653749e+00,1.146194e+03,-5.166168e+01,1.147357e+03,-2.5807
3.324598e-01,2.088906e+00,1.140587e+03,-4.646038e+01,1.141533e+03,-2.3326
4.199411e-01,2.638568e+00,1.135573e+03,-4.194157e+01,1.136348e+03,-2.1152
5.304417e-01,3.332864e+00,1.131082e+03,-3.805445e+01,1.131722e+03,-1.9269
6.700188e-01,4.209852e+00,1.127050e+03,-3.475935e+01,1.127586e+03,-1.7665
8.463232e-01,5.317605e+00,1.123418e+03,-3.202768e+01,1.123874e+03,-1.6330
