f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.324977e+03,-2.634188e+02,1.350909e+03,-11.2444
1.263134e-02,7.936502e-02,1.295944e+03,-2.344157e+02,1.316974e+03,-10.2530
1.595506e-02,1.002486e-01,1.270108e+03,-2.086167e+02,1.287127e+03,-9.3276
2.015338e-02,1.266274e-01,1.247118e+03,-1.856700e+02,1.260864e+03,-8.4680
2.545641e-02,1.599473e-01,1.226659e+03,-1.652630e+02,1.237742e+03,-7.6730
3.215484e-02,2.020348e-01,1.208451e+03,-1.471178e+02,1.217374e+03,-6.9411
4.061586e-02,2.551970e-01,1.192246e+03,-1.309877e+02,1.199420e+03,-6.2697
5.130326e-02,3.223479e-01,1.177823e+03,-1.166537e+02,1.183585e+03,-5.6562
6.480286e-02,4.071684e-01,1.164982e+03,-1.039219e+02,1.169608e+03,-5.0976
8.185467e-02,5.143081e-01,1.153550e+03,-9.262029e+01,1.157263e+03,-4.5905
1.033934e-01,6.496398e-01,1.143369e+03,-8.259701e+01,1.146349e+03,-4.1319
1.305997e-01,8.205818e-01,1.134300e+03,-7.371822e+01,1.136693e+03,-3.7184
1.649648e-01,1.036504e+00,1.126218e+03,-6.586636e+01,1.128142e+03,-3.3471
2.083726e-01,1.309244e+00,1.119011e+03,-5.893874e+01,1.120562e+03,-3.0150
2.632024e-01,1.653749e+00,1.112580e+03,-5.284629e+01,1.113835e+03,-2.7194
3.324598e-01,2.088906e+00,1.106836e+03,-4.751258e+01,1.107855e+03,-2.4580
4.199411e-01,2.638568e+00,1.101698e+03,-4.287304e+01,1.102531e+03,-2.2286
5.304417e-01,3.332864e+00,1.097093e+03,-3.887442e+01,1.097781e+03,-2.0294
6.700188e-01,4.209852e+00,1.092956e+03,-3.547442e+01,1.093531e+03,-1.8590
8.463232e-01,5.317605e+00,1.089226e+03,-3.264167e+01,1.089715e+03,-1.7165
