f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,4.663959e+03,-2.078428e+02,4.668587e+03,-2.5516
1.263134e-02,7.936502e-02,4.641116e+03,-1.853745e+02,4.644817e+03,-2.2873
1.595506e-02,1.002486e-01,4.620765e+03,-1.654770e+02,4.623727e+03,-2.0510
2.015338e-02,1.266274e-01,4.602627e+03,-1.478870e+02,4.605002e+03,-1.8403
2.545641e-02,1.599473e-01,4.586450e+03,-1.323749e+02,4.588360e+03,-1.6532
3.215484e-02,2.020348e-01,4.572011e+03,-1.187415e+02,4.573552e+03,-1.4877
4.061586e-02,2.551970e-01,4.559108e+03,-1.068160e+02,4.560359e+03,-1.3421
5.130326e-02,3.223479e-01,4.547560e+03,-9.645458e+01,4.548583e+03,-1.2151
6.480286e-02,4.071684e-01,4.537205e+03,-8.753858e+01,4.538049e+03,-1.1053
8.185467e-02,5.143081e-01,4.527892e+03,-7.997416e+01,4.528598e+03,-1.0119
1.033934e-01,6.496398e-01,4.519485e+03,-7.369197e+01,4.520086e+03,-0.9341
1.305997e-01,8.205818e-01,4.511860e+03,-6.864749e+01,4.512382e+03,-0.8717
1.649648e-01,1.036504e+00,4.504897e+03,-6.482194e+01,4.505363e+03,-0.8244
2.083726e-01,1.309244e+00,4.498483e+03,-6.222394e+01,4.498914e+03,-0.7925
2.632024e-01,1.653749e+00,4.492511e+03,-6.089182e+01,4.492923e+03,-0.7765
3.324598e-01,2.088906e+00,4.486870e+03,-6.089686e+01,4.487283e+03,-0.7776
4.199411e-01,2.638568e+00,4.481450e+03,-6.234741e+01,4.481883e+03,-0.7971
5.304417e-01,3.332864e+00,4.476132e+03,-6.539418e+01,4.476610e+03,-0.8370
6.700188e-01,4.209852e+00,4.470790e+03,-7.023667e+01,4.471341e+03,-0.9000
8.463232e-01,5.317605e+00,4.465277e+03,-7.713108e+01,4.465944e+03,-0.9896
1.069019e+00,6.716846e+00,4.459429e+03,-8.639959e+01,4.460266e+03,-1.1099
1.350314e+00,8.484273e+00,4.453044e+03,-9.844135e+01,4.454132e+03,-1.2664
1.705627e+00,1.071677e+01,4.445878e+03,-1.137449e+02,4.447333e+03,-1.4656
2.154435e+00,1.353671e+01,4.437627e+03,-1.329020e+02,4.439617e+03,-1.7154
2.721339e+00,1.709868e+01,4.427902e+03,-1.566221e+02,4.430671e+03,-2.0258
3.437414e+00,2.159791e+01,4.416201e+03,-1.857464e+02,4.420105e+03,-2.4085
4.341913e+00,2.728105e+01,4.401869e+03,-2.212592e+02,4.407427e+03,-2.8775
5.484417e+00,3.445961e+01,4.384045e+03,-2.642930e+02,4.392004e+03,-3.4499
6.927551e+00,4.352708e+01,4.361584e+03,-3.161203e+02,4.373024e+03,-4.1455
8.750422e+00,5.498052e+01,4.332972e+03,-3.781229e+02,4.349440e+03,-4.9874
1.105295e+01,6.944774e+01,4.296210e+03,-4.517226e+02,4.319893e+03,-6.0023
1.396135e+01,8.772177e+01,4.248679e+03,-5.382497e+02,4.282638e+03,-7.2201
1.763505e+01,1.108043e+02,4.187011e+03,-6.387212e+02,4.235449e+03,-8.6735
2.227543e+01,1.399607e+02,4.106992e+03,-7.534929e+02,4.175540e+03,-10.3962
2.813684e+01,1.767890e+02,4.003577e+03,-8.817576e+02,4.099527e+03,-12.4207
3.554059e+01,2.233081e+02,3.871134e+03,-1.020901e+03,4.003488e+03,-14.7738
4.489251e+01,2.820680e+02,3.704075e+03,-1.165807e+03,3.883204e+03,-17.4707
5.670524e+01,3.562895e+02,3.498001e+03,-1.308350e+03,3.734674e+03,-20.5072
7.162629e+01,4.500413e+02,3.251350e+03,-1.437475e+03,3.554942e+03,-23.8510
9.047357e+01,5.684622e+02,2.967184e+03,-1.540327e+03,3.343170e+03,-27.4348
1.142802e+02,7.180437e+02,2.654344e+03,-1.604601e+03,3.101659e+03,-31.1538
1.443512e+02,9.069851e+02,2.327053e+03,-1.621629e+03,2.836346e+03,-34.8711
1.823348e+02,1.145643e+03,2.002560e+03,-1.588980e+03,2.556385e+03,-38.4311
2.303132e+02,1.447101e+03,1.697522e+03,-1.511245e+03,2.272761e+03,-41.6776
2.909163e+02,1.827881e+03,1.424638e+03,-1.398583e+03,1.996403e+03,-44.4712
3.674662e+02,2.308858e+03,1.190886e+03,-1.263807e+03,1.736496e+03,-46.7016
4.641589e+02,2.916396e+03,9.976996e+02,-1.119427e+03,1.499507e+03,-48.2907
5.862947e+02,3.683798e+03,8.424198e+02,-9.756651e+02,1.289028e+03,-49.1916
7.405685e+02,4.653129e+03,7.201057e+02,-8.396970e+02,1.106184e+03,-49.3843
9.354369e+02,5.877523e+03,6.250453e+02,-7.158086e+02,9.502966e+02,-48.8725
1.181582e+03,7.424097e+03,5.517313e+02,-6.059995e+02,8.195382e+02,-47.6838
1.492496e+03,9.377626e+03,4.953514e+02,-5.106821e+02,7.114557e+02,-45.8730
1.885221e+03,1.184519e+04,4.519436e+02,-4.292884e+02,6.233310e+02,-43.5273
2.381286e+03,1.496206e+04,4.183629e+02,-3.607229e+02,5.524025e+02,-40.7687
3.007883e+03,1.889908e+04,3.921651e+02,-3.036693e+02,4.959924e+02,-37.7521
3.799357e+03,2.387207e+04,3.714662e+02,-2.567804e+02,4.515787e+02,-34.6546
4.799096e+03,3.015361e+04,3.548090e+02,-2.187868e+02,4.168418e+02,-31.6593
6.061899e+03,3.808803e+04,3.410464e+02,-1.885481e+02,3.896961e+02,-28.9361
7.656988e+03,4.811028e+04,3.292455e+02,-1.650688e+02,3.683074e+02,-26.6271
9.671799e+03,6.076970e+04,3.186092e+02,-1.474873e+02,3.510902e+02,-24.8399
1.221677e+04,7.676025e+04,3.084145e+02,-1.350445e+02,3.366846e+02,-23.6470
1.543142e+04,9.695845e+04,2.979701e+02,-1.270336e+02,3.239193e+02,-23.0900
1.949194e+04,1.224715e+05,2.865979e+02,-1.227331e+02,3.117720e+02,-23.1826
2.462092e+04,1.546978e+05,2.736538e+02,-1.213276e+02,2.993440e+02,-23.9107
3.109952e+04,1.954040e+05,2.586007e+02,-1.218378e+02,2.858650e+02,-25.2271
