f_Hz,omega_rad_s,Z_real_Ohm,Z_imag_Ohm,Z_mag_Ohm,Z_phase_deg
1.000000e-02,6.283185e-02,1.301151e+03,-2.664146e+02,1.328146e+03,-11.5715
1.263134e-02,7.936502e-02,1.271787e+03,-2.370821e+02,1.293696e+03,-10.5597
1.595506e-02,1.002486e-01,1.245657e+03,-2.109900e+02,1.263400e+03,-9.6135
2.015338e-02,1.266274e-01,1.222405e+03,-1.877825e+02,1.236744e+03,-8.7334
2.545641e-02,1.599473e-01,1.201713e+03,-1.671435e+02,1.213281e+03,-7.9183
3.215484e-02,2.020348e-01,1.183297e+03,-1.487918e+02,1.192616e+03,-7.1669
4.061586e-02,2.551970e-01,1.166907e+03,-1.324780e+02,1.174403e+03,-6.4770
5.130326e-02,3.223479e-01,1.152318e+03,-1.179804e+02,1.158342e+03,-5.8459
6.480286e-02,4.071684e-01,1.139331e+03,-1.051028e+02,1.144169e+03,-5.2706
8.185467e-02,5.143081e-01,1.127767e+03,-9.367107e+01,1.131651e+03,-4.7480
1.033934e-01,6.496398e-01,1.117469e+03,-8.353157e+01,1.120587e+03,-4.2749
1.305997e-01,8.205818e-01,1.108295e+03,-7.454866e+01,1.110799e+03,-3.8482
1.649648e-01,1.036504e+00,1.100118e+03,-6.660320e+01,1.102132e+03,-3.4646
2.083726e-01,1.309244e+00,1.092827e+03,-5.959094e+01,1.094450e+03,-3.1212
2.632024e-01,1.653749e+00,1.086320e+03,-5.342135e+01,1.087632e+03,-2.8153
3.324598e-01,2.088906e+00,1.080506e+03,-4.801655e+01,1.081573e+03,-2.5445
4.199411e-01,2.638568e+00,1.075306e+03,-4.331049e+01,1.076177e+03,-2.3065
5.304417e-01,3.332864e+00,1.070644e+03,-3.924834e+01,1.071363e+03,-2.0994
6.700188e-01,4.209852e+00,1.066454e+03,-3.578613e+01,1.067055e+03,-1.9219
8.463232e-01,5.317605e+00,1.062676e+03,-3.289057e+01,1.063185e+03,-1.7728
1.069019e+00,6.716846e+00,1.059253e+03,-3.053911e+01,1.059693e+03,-1.6514
1.350314e+00,8.484273e+00,1.056132e+03,-2.872028e+01,1.056523e+03,-1.5577
1.705627e+00,1.071677e+01,1.053263e+03,-2.743425e+01,1.053621e+03,-1.4920
2.154435e+00,1.353671e+01,1.050598e+03,-2.669377e+01,1.050937e+03,-1.4555
2.721339e+00,1.709868e+01,1.048086e+03,-2.652535e+01,1.048422e+03,-1.4498
3.437414e+00,2.159791e+01,1.045680e+03,-2.697087e+01,1.046027e+03,-1.4775
4.341913e+00,2.728105e+01,1.043324e+03,-2.808955e+01,1.043702e+03,-1.5422
5.484417e+00,3.445961e+01,1.040960e+03,-2.996033e+01,1.041391e+03,-1.6486
6.927551e+00,4.352708e+01,1.038521e+03,-3.268470e+01,1.039035e+03,-1.8026
8.750422e+00,5.498052e+01,1.035927e+03,-3.638986e+01,1.036566e+03,-2.0118
1.105295e+01,6.944774e+01,1.033081e+03,-4.123214e+01,1.033903e+03,-2.2856
1.396135e+01,8.772177e+01,1.029861e+03,-4.740050e+01,1.030951e+03,-2.6352
1.763505e+01,1.108043e+02,1.026111e+03,-5.511944e+01,1.027590e+03,-3.0748
2.227543e+01,1.399607e+02,1.021628e+03,-6.465070e+01,1.023672e+03,-3.6210
2.813684e+01,1.767890e+02,1.016148e+03,-7.629230e+01,1.019008e+03,-4.2937
3.554059e+01,2.233081e+02,1.009320e+03,-9.037248e+01,1.013358e+03,-5.1165
4.489251e+01,2.820680e+02,1.000682e+03,-1.072352e+02,1.006411e+03,-6.1166
5.670524e+01,3.562895e+02,9.896249e+02,-1.272119e+02,9.977676e+02,-7.3250
7.162629e+01,4.500413e+02,9.753647e+02,-1.505721e+02,9.869186e+02,-8.7758
9.047357e+01,5.684622e+02,9.569101e+02,-1.774442e+02,9.732232e+02,-10.5053
1.142802e+02,7.180437e+02,9.330595e+02,-2.076994e+02,9.558970e+02,-12.5495
1.443512e+02,9.069851e+02,9.024464e+02,-2.407973e+02,9.340197e+02,-14.9400
1.823348e+02,1.145643e+03,8.636730e+02,-2.756106e+02,9.065827e+02,-17.6986
2.303132e+02,1.447101e+03,8.155697e+02,-3.102827e+02,8.725991e+02,-20.8293
2.909163e+02,1.827881e+03,7.575865e+02,-3.422099e+02,8.312911e+02,-24.3092
3.674662e+02,2.308858e+03,6.902457e+02,-3.682687e+02,7.823432e+02,-28.0814
4.641589e+02,2.916396e+03,6.154756e+02,-3.853526e+02,7.261590e+02,-32.0509
5.862947e+02,3.683798e+03,5.365898e+02,-3.911316e+02,6.640124e+02,-36.0891
